House,1,LA,t,t,East Hollywood,1,1,93.29
Apartment,1,NYC,t,f,Carroll Gardens,3,5,129.10
Apartment,1.5,SF,t,f,Mission District,1,1,104.82
Apartment,1,NYC,f,f,Midtown,1,1,101.63
Apartment,1,NYC,t,f,Hamilton Heights,1,1,91.12
House,3,LA,t,f,Los Feliz,3,4,246.98
Boutique hotel,1,NYC,t,t,Greenpoint,1,1,66.91
Apartment,2,NYC,t,f,Chelsea,1,1,120.59
Apartment,1.5,NYC,f,f,Upper East Side,1,1,63.12
Apartment,2,LA,f,f,West Los Angeles,1,1,101.45
Apartment,1,Chicago,t,f,Ukrainian Village,1,2,130.93
House,1,NYC,t,f,Kensington,1,2,59.24
Loft,1,LA,t,f,Santa Monica,1,2,81.40
Timeshare,1,NYC,f,f,Midtown East,0,1,76.93
Apartment,1,NYC,t,f,Crown Heights,1,1,56.79
Apartment,1,LA,t,t,Hollywood,0,1,86.92
Apartment,1,NYC,t,f,Greenpoint,1,1,60.09
House,0,NYC,t,t,Bedford-Stuyvesant,1,1,80.23
Apartment,1,NYC,f,f,Coney Island,1,2,111.65
Apartment,1,NYC,f,f,West Village,1,1,83.94
Apartment,1,NYC,f,f,Upper East Side,1,1,110.46
Apartment,1,NYC,t,f,Chelsea,1,1,94.57
Apartment,1,NYC,f,t,Soho,3,4,159.53
Condominium,0,DC,t,f,Kingman Park,1,1,67.54
Condominium,1,Chicago,t,f,Ukrainian Village,1,1,98.26
Apartment,1,NYC,t,f,Rego Park,1,1,97.30
House,1,NYC,f,f,Williamsbridge,3,5,175.65
Apartment,1,NYC,f,f,Sunnyside,1,1,57.47
Apartment,1,NYC,t,f,Harlem,2,6,137.60
Apartment,2.5,NYC,t,f,Upper West Side,2,2,205.06
Apartment,1,DC,t,f,Southwest Waterfront,1,1,107.60
Bungalow,1,LA,t,f,Long Beach,1,1,89.49
Apartment,1,NYC,t,f,Upper West Side,1,2,96.46
Apartment,1,SF,f,f,Union Square,1,1,185.22
Apartment,1,SF,t,f,Outer Sunset,1,1,177.94
House,1,LA,f,t,Echo Park,1,1,63.84
House,1,LA,f,f,Hollywood,1,1,63.06
Condominium,1,LA,t,f,Long Beach,1,1,64.92
Apartment,1,Boston,f,t,East Boston,3,6,167.24
Apartment,1,NYC,t,f,Williamsburg,1,1,63.58
Apartment,1,Boston,t,t,West End,1,1,78.27
Apartment,1,NYC,t,f,East Harlem,0,1,90.01
Guesthouse,1,Chicago,t,t,Wicker Park,1,2,93.15
House,1,LA,t,f,Venice,2,2,128.28
Apartment,1,Chicago,t,f,,1,,65.69
Apartment,1,NYC,t,f,Harlem,1,2,91.91
Condominium,1,SF,f,f,Nob Hill,1,1,252.09
Apartment,1,NYC,t,f,Bedford-Stuyvesant,1,1,58.67
Apartment,1,NYC,t,f,Upper West Side,0,1,91.26
Guesthouse,1,DC,t,t,,1,1,97.97
Loft,1,SF,f,t,SoMa,1,2,127.94
Apartment,2,NYC,t,f,East Harlem,3,6,242.28
House,4,LA,t,t,Venice,6,8,271.60
Apartment,1,Boston,t,f,Chinatown,2,2,213.17
House,1,LA,f,f,,1,1,74.92
Apartment,1,DC,f,t,Capitol Hill,1,1,139.83
Apartment,1,NYC,f,t,Bushwick,0,1,89.19
Apartment,1,NYC,f,f,Fort Greene,1,1,87.29
Townhouse,1.5,DC,t,f,Columbia Heights,3,3,173.63
Bungalow,1,LA,f,f,,2,2,110.75
Condominium,1,DC,t,f,Burleith,1,1,100.29
House,1,NYC,t,f,Lefferts Garden,1,1,77.85
Apartment,2,SF,t,f,The Castro,2,2,280.27
Condominium,2,LA,t,f,Culver City,2,2,141.91
Apartment,1,LA,t,f,Highland Park,1,2,104.66
Condominium,1,NYC,f,f,Kew Garden Hills,1,2,91.18
Apartment,1,NYC,t,f,Upper West Side,1,2,88.96
Apartment,2,Boston,t,t,Allston-Brighton,1,1,77.81
Apartment,1,NYC,f,f,Alphabet City,1,1,57.28
Apartment,1,NYC,t,t,Hell's Kitchen,2,2,128.17
House,2,LA,t,t,Woodland Hills/Warner Center,3,4,241.26
Apartment,3,NYC,t,f,Williamsburg,2,2,235.95
Townhouse,2,Boston,t,f,South Boston,2,2,263.90
Apartment,1,LA,f,t,Hollywood,1,1,105.53
Apartment,1,NYC,t,f,Bedford-Stuyvesant,1,1,58.07
House,1,LA,f,f,Echo Park,1,1,104.92
Apartment,1,DC,t,f,Adams Morgan,1,2,84.89
House,1,NYC,t,f,Crown Heights,2,2,74.28
Apartment,1,NYC,t,f,Long Island City,1,2,90.97
Apartment,1,DC,f,f,Mount Pleasant,1,1,60.17
Boutique hotel,0.5,LA,f,t,El Segundo,1,1,62.45
Apartment,1,LA,f,f,Hollywood,0,1,80.88
Townhouse,0.5,NYC,f,f,Harlem,1,1,78.44
Loft,1,NYC,f,f,Financial District,1,2,105.26
Apartment,1,NYC,t,f,Upper West Side,1,1,113.23
Apartment,1,NYC,f,t,Bushwick,1,2,112.07
Apartment,4,LA,t,f,Hollywood,1,1,69.22
Apartment,1,NYC,f,f,Boerum Hill,2,2,104.76
House,1,LA,f,f,,1,1,82.75
House,1,Chicago,t,f,Irving Park,1,1,84.04
Guesthouse,1,LA,f,t,Tarzana,0,1,92.22
Apartment,1,DC,t,t,Mount Pleasant,1,4,91.86
Apartment,1,NYC,t,t,Harlem,1,1,91.36
Apartment,1,NYC,t,t,Ridgewood,1,1,56.46
House,1,LA,t,f,Mid-Wilshire,1,1,56.41
House,1.5,Boston,t,f,Roxbury,1,1,77.63
Apartment,1,LA,t,f,Echo Park,1,1,100.79
House,1,NYC,f,t,Astoria,1,1,56.81
Apartment,1,NYC,t,f,Bedford-Stuyvesant,1,1,58.07
Apartment,1,NYC,t,t,Carroll Gardens,3,4,144.05
House,1,NYC,f,f,Flatbush,1,1,88.76
House,1,LA,f,f,Arcadia,1,1,93.05
Guesthouse,2,NYC,t,t,The Rockaways,3,3,110.00
Apartment,1,Boston,f,t,North End,2,2,210.24
Apartment,1,NYC,f,f,Hell's Kitchen,1,1,101.39
Apartment,1,NYC,t,f,Harlem,1,1,59.21
House,1,LA,f,t,La Crescenta-Montrose,1,1,91.43
Apartment,1,NYC,f,f,East Village,0,1,98.02
Apartment,1,NYC,f,f,Battery Park City,1,3,80.81
Apartment,1,NYC,f,f,Astoria,0,1,96.33
Apartment,1,NYC,f,t,Williamsburg,3,1,57.76
House,1,LA,t,t,Venice,2,2,112.69
Apartment,1,LA,t,f,East Hollywood,1,2,105.15
House,2,SF,t,f,The Castro,3,3,299.61
House,1,LA,f,f,Monrovia,1,2,118.60
House,1,LA,t,f,Woodland Hills/Warner Center,1,1,52.74
House,2,LA,t,f,Encino,2,2,128.01
Apartment,1,LA,t,f,Mid-Wilshire,1,5,114.90
Other,1,LA,f,t,East Hollywood,1,2,128.50
Apartment,1,NYC,f,f,Upper East Side,0,1,102.81
House,2,SF,t,f,Haight-Ashbury,2,3,283.55
House,1,LA,t,f,Pacific Palisades,1,3,85.66
Apartment,1,NYC,f,t,Harlem,1,1,58.39
Apartment,1,NYC,f,f,Bedford-Stuyvesant,1,1,101.72
Apartment,1,LA,f,f,Santa Monica,2,2,101.64
House,2,NYC,f,t,Flushing,4,9,270.85
Apartment,1,LA,t,f,Bell,0,1,79.77
Townhouse,1.5,NYC,t,f,Greenwood Heights,2,2,149.39
Apartment,1,LA,f,t,,1,2,52.50
Apartment,1,LA,t,f,Hermosa Beach,0,1,79.17
Apartment,2,NYC,t,t,Bushwick,1,1,54.42
House,1,NYC,f,t,Bedford-Stuyvesant,1,3,92.34
Apartment,1,NYC,t,t,Bushwick,1,1,56.30
Apartment,1,DC,t,f,Capitol Hill,1,3,105.15
Apartment,1,NYC,t,f,Gowanus,0,1,98.01
House,1,LA,t,f,Venice,1,1,69.14
Apartment,1,NYC,f,f,Upper East Side,1,1,66.28
Apartment,1,NYC,t,t,East Harlem,1,1,62.31
Apartment,1,NYC,f,f,Upper West Side,2,3,142.79
House,3,LA,t,f,,3,4,237.16
House,2,LA,t,t,Valley Village,3,3,229.90
Apartment,1.5,NYC,t,f,Kips Bay,1,1,123.56
Apartment,1,NYC,t,t,Astoria,1,2,109.72
Apartment,2,Boston,t,f,Charlestown,2,2,188.95
Apartment,1,Boston,t,t,Fenway/Kenmore,2,4,209.20
House,2.5,DC,f,f,16th Street Heights,3,2,211.38
Apartment,1,LA,t,t,Venice,2,2,108.21
Apartment,1,NYC,f,f,Jackson Heights,1,1,70.20
Apartment,1,NYC,t,f,East Harlem,1,1,102.42
Apartment,1,NYC,f,f,Williamsburg,1,2,107.59
Apartment,2,LA,f,f,Downtown,2,3,153.51
House,1,LA,f,t,North Hollywood,1,2,68.18
Condominium,1,LA,t,t,Woodland Hills/Warner Center,1,2,69.27
Apartment,1,NYC,t,f,Harlem,1,2,59.02
Apartment,1,NYC,f,f,Kips Bay,1,1,64.33
Apartment,1,NYC,t,f,Boerum Hill,1,1,63.50
Apartment,1,LA,t,t,Hollywood,1,1,93.75
House,2,LA,t,f,,3,3,213.27
House,1.5,LA,t,f,Del Rey,1,1,59.57
House,1,LA,t,f,Eagle Rock,1,1,68.30
Apartment,1,NYC,f,f,Times Square/Theatre District,1,1,116.55
Apartment,1,NYC,f,f,Upper West Side,1,1,67.80
Apartment,1,LA,t,t,Venice,0,1,76.03
Apartment,1,NYC,t,t,Financial District,1,1,59.80
Apartment,1,NYC,f,f,Harlem,1,1,89.01
House,4,LA,t,f,,3,4,214.76
Apartment,1,SF,t,t,Mission District,0,1,153.37
Apartment,1,Boston,f,f,Revere,1,1,136.47
Apartment,1,NYC,t,t,Upper West Side,1,1,92.45
Apartment,1,DC,t,f,Dupont Circle,1,1,91.71
Apartment,1,NYC,t,f,West Village,1,1,86.02
Apartment,1,DC,t,f,Georgetown,0,1,84.46
Apartment,1,NYC,f,f,Roosevelt Island,1,1,67.51
House,1.5,DC,t,t,Near Northeast/H Street Corridor,1,1,61.14
House,2,NYC,f,f,Soho,4,8,280.58
Townhouse,2.5,LA,f,f,Malibu,3,4,295.49
House,1,LA,t,f,Glendale,1,1,122.43
House,2,LA,t,f,,3,3,227.19
Apartment,1,NYC,t,f,Williamsburg,1,1,59.41
Townhouse,1.5,DC,t,f,Carver Langston,1,1,65.33
Apartment,1,Boston,f,f,Dorchester,1,1,67.11
Apartment,1,NYC,t,f,Hell's Kitchen,1,1,62.55
House,1,LA,f,f,Hermosa Beach,2,3,121.41
Apartment,1,NYC,t,f,Wakefield,1,1,94.47
Loft,2,NYC,t,f,Williamsburg,1,1,70.70
House,2,Chicago,t,f,Bronzeville,3,5,193.10
Apartment,1,SF,t,f,Union Square,0,2,177.79
Apartment,1,NYC,t,f,Carroll Gardens,1,1,88.70
Apartment,1,NYC,t,f,Washington Heights,1,2,96.44
Apartment,1,NYC,f,f,Clinton Hill,1,1,57.11
Apartment,1,NYC,f,f,Greenwood Heights,2,4,127.41
Apartment,1,DC,t,f,,1,3,139.87
Apartment,2,DC,t,f,Downtown/Penn Quarter,2,3,166.23
House,1,LA,t,f,,1,1,53.04
Apartment,1,LA,t,f,,2,1,52.70
House,2.5,Boston,f,f,East Boston,1,3,97.49
Apartment,1,Boston,f,f,Fenway/Kenmore,1,,83.43
Apartment,1,NYC,t,f,East Village,1,1,88.74
Apartment,1.5,NYC,f,t,West Village,3,3,187.80
Apartment,1,NYC,t,f,Boerum Hill,1,1,86.15
Apartment,1,DC,t,t,Downtown/Penn Quarter,1,1,117.79
Guest suite,1,NYC,t,t,Brooklyn Navy Yard,1,1,57.40
House,1,LA,f,f,,1,1,58.09
House,1,NYC,t,f,Flushing,2,4,134.97
House,1,NYC,t,t,Jamaica,1,1,57.02
Apartment,1,NYC,t,f,Williamsburg,2,2,129.65
House,2.5,LA,t,f,West Adams,1,1,60.91
Apartment,1,LA,t,t,,0,3,92.39
Apartment,2,NYC,f,t,Corona,1,4,69.40
Apartment,1,NYC,f,f,Morningside Heights,1,2,103.20
Apartment,2,LA,t,f,Downtown,2,2,154.02
House,1,LA,t,f,Eagle Rock,1,1,106.60
Apartment,1,LA,t,f,,2,2,115.23
Apartment,1,Chicago,t,t,,1,2,129.11
Apartment,1,LA,t,t,,1,2,57.82
Apartment,2,NYC,t,t,Bedford-Stuyvesant,1,1,55.53
House,1,LA,t,t,West Hills,1,1,64.27
Apartment,1,NYC,f,f,Upper East Side,1,1,104.71
Other,1,Boston,f,t,Jamaica Plain,0,1,91.25
House,1.5,LA,t,f,Mid-Wilshire,1,1,57.23
Apartment,1,LA,t,f,Mid-Wilshire,1,1,94.73
House,3,NYC,f,t,Rego Park,4,4,244.86
Apartment,1,Chicago,t,f,River North,0,2,113.08
House,1,LA,f,f,South LA,1,1,53.88
Apartment,1,DC,t,f,Dupont Circle,1,2,92.09
Apartment,1,NYC,t,f,Upper West Side,0,1,96.57
House,2.5,DC,t,f,Capitol Hill,4,8,255.40
Apartment,1,NYC,t,f,Upper East Side,0,1,102.64
Apartment,1,NYC,f,t,Bedford-Stuyvesant,2,2,57.00
House,3,LA,t,f,South LA,1,1,56.94
Apartment,1,SF,t,f,Western Addition/NOPA,0,1,163.41
Apartment,1,NYC,t,f,Clinton Hill,2,2,98.21
Apartment,1,NYC,t,f,Gowanus,1,1,70.64
Loft,1,NYC,t,t,Greenpoint,0,2,121.08
House,1,LA,t,f,,1,1,104.52
Apartment,1.5,NYC,t,f,East Village,3,4,190.18
Loft,1,LA,t,f,Downtown,1,1,123.81
Apartment,1,LA,t,t,,1,1,55.68
Apartment,2,LA,f,t,Marina Del Rey,2,3,149.55
Apartment,1,LA,t,t,Venice,2,3,122.88
Apartment,1,NYC,f,t,Sunnyside,1,1,67.05
Loft,1.5,NYC,t,f,Hell's Kitchen,2,2,141.50
House,1,NYC,f,t,Flatbush,2,3,70.97
Condominium,3,SF,t,f,The Castro,3,3,327.58
Apartment,1,NYC,t,f,Upper East Side,2,2,121.74
Apartment,1,NYC,t,f,Hell's Kitchen,1,1,64.40
Apartment,1,NYC,t,t,Greenpoint,1,1,69.76
Bed & Breakfast,1,SF,t,f,The Castro,1,1,171.98
Apartment,1,NYC,f,f,Midwood,1,1,106.20
Apartment,1,NYC,t,f,Murray Hill,1,1,94.38
House,1,SF,t,t,Parkside,1,1,89.67
Condominium,1,SF,f,f,Mission District,1,1,115.55
House,1,NYC,t,f,Flatbush,3,4,175.93
Villa,1,LA,t,f,Bradbury,1,2,69.88
Guesthouse,1,LA,f,f,San Marino,0,1,87.32
Apartment,1,NYC,t,f,Williamsburg,1,1,72.18
Apartment,2,DC,t,t,U Street Corridor,2,2,141.74
Apartment,1,LA,t,t,Pacific Palisades,1,1,77.96
Apartment,1,NYC,t,f,Chelsea,1,2,89.93
House,1,SF,t,f,The Castro,2,2,239.60
Apartment,1,NYC,t,f,Hamilton Heights,1,1,66.63
Apartment,2,NYC,t,t,Bushwick,1,1,57.57
House,8,LA,t,f,Hollywood Hills,9,10,349.17
House,2,SF,t,f,Bernal Heights,3,3,284.98
Other,1,LA,t,t,Mid-Wilshire,0,1,81.63
Condominium,1,Boston,f,f,Mission Hill,1,2,102.96
House,2,NYC,t,f,Maspeth,1,1,55.03
House,2,LA,f,t,Tarzana,3,3,124.00
Apartment,1,NYC,f,t,Bushwick,3,5,157.73
Apartment,2,LA,t,t,Hollywood,2,2,150.91
Apartment,1,SF,f,t,Presidio Heights,1,2,210.67
Apartment,1.5,NYC,t,f,Woodside,1,1,61.91
Apartment,1,NYC,f,t,Crown Heights,1,2,92.92
Apartment,1,SF,t,f,Duboce Triangle,2,2,236.98
Apartment,1,NYC,t,f,Hamilton Heights,1,1,59.59
Apartment,2,Boston,f,f,Hyde Park,1,1,63.50
Apartment,1,SF,f,t,SoMa,1,1,108.39
House,1,LA,f,f,,2,4,136.51
Apartment,1,NYC,t,t,Williamsburg,1,1,59.45
Apartment,2,LA,t,f,Westwood,4,8,242.82
Apartment,1.5,LA,t,f,Westwood,1,1,62.81
Condominium,1.5,LA,f,f,West Hollywood,1,2,97.44
Apartment,1,NYC,t,f,Bedford-Stuyvesant,1,1,70.12
House,3,Boston,t,f,Dorchester,1,2,72.23
Apartment,1,NYC,f,f,Upper East Side,1,1,92.12
Villa,1,LA,f,f,,3,2,242.71
Apartment,1,NYC,t,f,DUMBO,1,2,84.22
House,2.5,LA,t,t,Mar Vista,3,6,244.82
Apartment,1,DC,t,f,Petworth,0,1,110.19
Apartment,1,SF,t,f,Nob Hill,1,1,124.55
Apartment,1.5,NYC,t,f,Williamsburg,1,1,66.05
Apartment,1,NYC,f,t,Lower East Side,1,1,88.34
House,2.5,LA,f,t,Hermosa Beach,2,2,172.14
Apartment,1,LA,t,t,Hollywood,1,2,93.94
House,2.5,LA,f,f,Santa Monica,2,2,221.67
House,1,NYC,f,f,Astoria,2,4,119.15
House,2.5,LA,f,f,Venice,3,3,204.26
Apartment,1,NYC,t,f,Flatiron District,2,2,124.12
Apartment,1,Boston,t,f,East Boston,1,1,69.72
Apartment,1,LA,t,f,,1,1,59.88
Apartment,1,LA,f,t,,1,1,85.01
Apartment,2,LA,f,f,Downtown,2,3,154.14
Apartment,1,Chicago,t,f,Edgewater,2,3,161.16
House,1,LA,t,f,Venice,1,1,91.21
Apartment,1,NYC,f,f,Upper East Side,1,1,93.93
Condominium,1,SF,f,f,Chinatown,1,1,164.02
Apartment,1,DC,t,f,,1,2,107.88
Loft,1,NYC,f,t,Williamsburg,2,2,137.61
Apartment,1,DC,t,f,Capitol Hill,2,2,133.93
Apartment,1,SF,t,f,Cow Hollow,2,2,255.94
Apartment,2,LA,t,f,Mid-Wilshire,2,3,131.36
Apartment,2,LA,t,f,,2,5,180.40
Apartment,1,DC,t,t,Near Northeast/H Street Corridor,1,1,94.61
Apartment,1.5,LA,f,t,Santa Monica,2,1,137.77
Apartment,1,LA,t,t,Long Beach,1,2,53.99
House,1,SF,t,t,Mission District,1,1,103.44
Apartment,1,NYC,f,f,East Harlem,0,1,93.18
Apartment,2,NYC,t,t,Chinatown,1,1,73.94
Apartment,1,NYC,t,f,Hell's Kitchen,0,1,94.67
Apartment,1,Boston,t,f,Roxbury,2,5,187.83
Apartment,1,DC,t,f,Bloomingdale,1,2,91.36
Apartment,1,DC,f,t,"Takoma Park, MD",1,2,136.87
House,1,LA,t,f,Hawthorne,1,1,59.53
Apartment,1,Chicago,f,t,Lakeview,1,3,146.98
Apartment,1,NYC,t,f,Hamilton Heights,1,1,57.79
Apartment,1,NYC,f,t,Midtown,1,1,70.95
Apartment,1,DC,t,f,Capitol Hill,1,2,97.66
Apartment,1,LA,t,f,Mid-Wilshire,2,2,123.25
Apartment,1,NYC,t,t,Upper East Side,1,1,98.26
Apartment,1,LA,t,f,Hollywood Hills,1,1,65.50
Apartment,1,NYC,f,f,Morningside Heights,1,2,103.20
Apartment,1,NYC,t,f,Boerum Hill,1,1,59.93
Apartment,1,NYC,f,t,Williamsburg,1,1,64.06
Apartment,1,LA,t,t,,1,1,54.37
Apartment,1,NYC,t,f,Bedford-Stuyvesant,1,1,65.44
Apartment,1,DC,t,t,Near Northeast/H Street Corridor,1,2,89.71
Apartment,1,LA,t,t,Venice,1,1,82.37
Condominium,1,Chicago,f,f,Norwood Park,1,3,103.36
Apartment,1,NYC,f,t,Upper West Side,0,1,101.66
House,1,LA,t,f,,1,1,64.32
Apartment,1,NYC,t,f,Williamsburg,1,1,61.39
Apartment,1,NYC,t,f,Carroll Gardens,1,1,58.97
Apartment,1,NYC,f,f,Upper East Side,1,1,61.62
Apartment,2,NYC,f,f,Chelsea,2,2,164.40
Apartment,1,NYC,t,t,Upper West Side,2,2,111.51
Apartment,1,Boston,t,f,South End,1,1,165.33
Apartment,2,Chicago,t,f,Lakeview,2,3,228.65
Apartment,1,LA,f,f,South LA,3,3,124.53
Apartment,1,NYC,t,f,Upper West Side,1,2,117.23
Apartment,1,NYC,t,f,Bedford-Stuyvesant,1,1,58.90
Apartment,1,Chicago,t,t,Irving Park,1,1,138.26
Apartment,1,LA,f,t,Glendale,1,1,97.57
Apartment,1,NYC,f,t,Times Square/Theatre District,1,1,70.95
House,1,SF,t,f,Outer Sunset,1,1,92.71
Apartment,2,NYC,f,f,Clinton Hill,1,2,116.24
Apartment,1,LA,f,f,,1,1,74.06
House,1,SF,t,f,Richmond District,1,1,114.15
Apartment,1,DC,t,t,,2,3,126.77
House,5.5,LA,f,f,Tarzana,5,11,318.97
Condominium,2,NYC,t,f,Harlem,1,1,73.18
Apartment,1,NYC,t,f,Bushwick,1,1,57.96
Apartment,1.5,LA,t,f,North Hollywood,1,2,57.38
Apartment,1,SF,f,f,Downtown,0,2,196.84
Apartment,2,NYC,t,f,Bedford-Stuyvesant,1,1,59.14
Apartment,1,NYC,f,f,Sunnyside,1,1,63.13
Loft,1.5,Boston,f,f,South End,1,1,84.95
House,2.5,DC,t,f,LeDroit Park,3,2,219.01
Earth House,1,SF,f,t,Mission District,1,1,91.00
Apartment,1,NYC,t,f,Brooklyn Heights,1,1,94.50
Apartment,1,NYC,f,f,Chelsea,2,2,114.99
Apartment,2,SF,f,t,Marina,3,4,318.04
Apartment,1,LA,t,f,Alhambra,1,1,56.33
Townhouse,1,NYC,t,f,Hamilton Heights,1,3,70.42
House,1.5,NYC,t,f,Woodside,1,2,54.05
House,1,LA,f,t,South LA,1,1,53.36
Apartment,1,NYC,t,f,Alphabet City,1,1,61.32
Apartment,1,SF,t,f,Mission District,1,1,176.07
Apartment,1,NYC,t,f,Hell's Kitchen,1,1,72.98
House,1,SF,f,f,Outer Sunset,2,3,246.87
House,1,NYC,t,f,Windsor Terrace,1,1,78.83
Apartment,1,NYC,t,f,Ridgewood,1,1,88.42
Apartment,1,SF,t,f,Richmond District,1,1,111.29
House,1,SF,f,f,Cole Valley,1,1,98.74
House,2,SF,t,f,Twin Peaks,3,3,313.49
Apartment,1.5,LA,f,f,,1,1,98.46
Apartment,1,Boston,t,f,Beacon Hill,1,1,105.65
Apartment,1,NYC,t,t,Union Square,1,1,57.36
Apartment,1,LA,t,f,Mid-Wilshire,1,1,73.29
Apartment,1,NYC,f,t,Bedford-Stuyvesant,1,1,57.28
Apartment,1,NYC,f,f,Astoria,1,1,77.21
Townhouse,2.5,LA,t,f,Redondo Beach,3,3,183.96
Apartment,1,NYC,t,t,Bushwick,1,2,58.15
Apartment,1,Boston,t,t,Fenway/Kenmore,1,2,171.78
House,2,LA,f,f,Valley Village,1,2,92.56
House,3.5,DC,f,f,Southwest Waterfront,3,3,233.30
Apartment,1,NYC,t,f,Chelsea,1,1,91.07
Camper/RV,0,SF,t,t,Richmond District,1,1,78.23
Apartment,2,NYC,t,t,Williamsburg,4,6,245.07
House,1.5,LA,t,f,West Los Angeles,1,1,65.95
House,2.5,Boston,f,f,East Boston,1,2,84.87
Apartment,1,LA,f,t,West Los Angeles,0,1,87.44
Apartment,1,NYC,t,t,Upper East Side,1,2,102.47
Apartment,1,LA,t,f,,1,1,103.79
House,1.5,NYC,t,t,Tompkinsville,1,2,57.35
Apartment,2,Chicago,t,t,North Center,4,6,269.30
House,1,LA,t,f,,1,1,75.24
Apartment,1,Boston,f,t,North End,1,1,102.98
Apartment,1,NYC,f,f,Ridgewood,0,1,88.67
Apartment,1,SF,t,f,Hayes Valley,1,1,102.41
Apartment,1,NYC,f,f,Alphabet City,1,2,92.89
Apartment,1,NYC,f,f,Bedford-Stuyvesant,2,3,110.73
Apartment,1,NYC,t,f,East Harlem,1,1,60.41
Apartment,1,NYC,f,f,Bedford-Stuyvesant,1,3,66.57
Apartment,1,Boston,t,t,Back Bay,1,1,170.32
Apartment,1,NYC,f,f,Hamilton Heights,1,1,66.92
Apartment,1,LA,t,f,Mid-Wilshire,1,1,77.19
Apartment,1,NYC,t,f,Upper East Side,1,2,92.16
Apartment,1,LA,t,f,Santa Monica,1,1,81.56
House,1.5,DC,t,f,Capitol Hill,1,1,62.01
House,1,LA,f,t,,1,1,73.83
House,1,SF,t,f,Mission District,1,1,97.54
House,1,Chicago,f,f,Irving Park,1,2,104.86
Apartment,1,NYC,f,f,Bedford-Stuyvesant,1,1,57.38
Apartment,1,SF,t,f,Pacific Heights,1,1,205.40
Apartment,1,NYC,t,f,Bushwick,1,1,60.18
Apartment,1,NYC,f,t,Upper West Side,1,1,59.97
Apartment,1,NYC,t,f,Gramercy Park,1,1,85.82
Apartment,1,NYC,t,f,Harlem,1,1,70.16
House,1.5,LA,t,f,Silver Lake,1,1,59.19
Apartment,1,LA,t,f,South LA,1,1,52.13
Apartment,1.5,SF,f,f,Parkside,2,3,265.38
Apartment,1,NYC,t,f,East Village,1,1,58.80
Apartment,1,NYC,f,f,Gramercy Park,1,2,109.24
Apartment,1,NYC,t,f,Fort Greene,1,2,96.93
Apartment,1,NYC,f,t,Howard Beach,1,1,71.95
Apartment,1,NYC,f,f,Morningside Heights,1,1,68.93
Apartment,1,NYC,t,f,Hell's Kitchen,1,1,61.00
Condominium,1,LA,f,t,Mid-Wilshire,1,2,67.88
Apartment,1.5,DC,t,f,Pleasant Hill,2,2,145.23
Apartment,1,NYC,t,f,Upper East Side,1,1,93.02
House,1,Chicago,f,f,Back of the Yards,1,2,72.78
Condominium,1,Chicago,f,t,,1,1,88.34
House,1,LA,f,f,Mid-Wilshire,2,2,109.44
Apartment,1,NYC,t,f,Kips Bay,0,1,100.03
House,1.5,NYC,t,t,Fort Wadsworth,2,2,146.06
Apartment,1,NYC,f,f,Upper West Side,1,1,57.32
Condominium,1,NYC,t,f,Midtown East,1,2,137.12
Guest suite,1,SF,t,f,Financial District,2,2,255.56
House,2,LA,t,t,Mid-City,3,7,233.71
